,4,5,3,6,7,8,9,10,11
PRES16,49333.0,38547.0,1288.0,10244.0,,,,,
AG18,7225.0,37844.0,,45194.0,9353.0,,,,
PRES20,7947.0,27907.0,,39575.0,21587.0,2890.0,,,
SEN20,16335.0,44097.0,,33214.0,6065.0,,,,
BOE22,3942.0,26194.0,,49481.0,18584.0,1764.0,,,
MSU22,14152.0,38126.0,,39181.0,8028.0,,,,
UOM22,4041.0,26684.0,,47918.0,19425.0,1898.0,,,
WSU22,7733.0,32252.0,,46056.0,12957.0,,,,
SEN18,,14513.0,,48480.0,31907.0,4712.0,,,
GOV18,,,,2906.0,22088.0,40470.0,27438.0,7000.0,
SOS18,,,,6790.0,37406.0,39008.0,14838.0,1815.0,
AG22,,,,5314.0,28805.0,46081.0,18663.0,,
GOV22,,,,,7466.0,33098.0,48316.0,10593.0,
SOS22,,,,,,,14268.0,60979.0,23168.0
