,44,45,46,43,42,41,40,47,48,49,50,51,52,53,60,61,62,59,58,63,57,64,65,55,54,56,66,67,68,69,70,71,72,73,74,75
PRES16,22543.0,16332.0,8995.0,22189.0,15718.0,7055.0,2403.0,3346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG18,,1945.0,6093.0,,,,,15737.0,20621.0,20679.0,17477.0,10270.0,4670.0,1290.0,,,,,,,,,,,,,,,,,,,,,,
SEN20,,,4734.0,,,,,10882.0,19047.0,23703.0,20989.0,12504.0,5654.0,1619.0,,,,,,,,,,,,,,,,,,,,,,
PRES20,,,,,,,,1036.0,4243.0,9106.0,17454.0,22331.0,21493.0,14610.0,,,,,,,,,,2340.0,6588.0,,,,,,,,,,,
MSU22,,,,,,,,,2060.0,8627.0,15329.0,23584.0,24092.0,16308.0,,,,,,,,,,1902.0,7187.0,,,,,,,,,,,
WSU22,,,,,,,,,,2012.0,6954.0,16949.0,20683.0,22736.0,,,,,,,1071.0,,,7604.0,18624.0,2839.0,,,,,,,,,,
BOE22,,,,,,,,,,,2404.0,7994.0,16819.0,22286.0,,,,,,,2976.0,,,15775.0,23973.0,6668.0,,,,,,,,,,
UOM22,,,,,,,,,,,1255.0,6716.0,14144.0,21821.0,,,,,1095.0,,3483.0,,,17062.0,25603.0,8316.0,,,,,,,,,,
SEN18,,,,,,,,,,,,,1535.0,4586.0,1136.0,,,4657.0,10618.0,,18527.0,,,20649.0,13074.0,24582.0,,,,,,,,,,
GOV18,,,,,,,,,,,,,,,19778.0,20354.0,16341.0,15029.0,7816.0,10408.0,2583.0,4818.0,1486.0,,,,,,,,,,,,,
SOS18,,,,,,,,,,,,,,,19475.0,11510.0,6033.0,22237.0,19170.0,3043.0,11153.0,,,1439.0,,4794.0,,,,,,,,,,
AG22,,,,,,,,,,,,,,,16954.0,21141.0,20255.0,10840.0,4994.0,13988.0,2133.0,6237.0,1960.0,,,,861.0,,,,,,,,,
GOV22,,,,,,,,,,,,,,,1750.0,4368.0,8500.0,,,16964.0,,19862.0,19903.0,,,,14740.0,8697.0,3952.0,,,,,,,
SOS22,,,,,,,,,,,,,,,,,,,,,,,,,,,1234.0,4348.0,8020.0,13240.0,16302.0,18269.0,14948.0,12371.0,6866.0,2729.0
