,45,44,43,42,41,46,47,48,49,40,54,53,52,51,50,64,63,62,61,60,59,65,66,58,57,56,55,67,68,69,70,71,72,73,74,75,76
PRES16,20611.0,22117.0,17312.0,10030.0,4915.0,13573.0,6670.0,2172.0,850.0,1269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN20,1438.0,,,,,3649.0,10339.0,18606.0,21481.0,,,1918.0,6290.0,14615.0,20344.0,,,,,,,,,,,,,,,,,,,,,,
AG18,,,,,,3596.0,11182.0,19712.0,23174.0,,692.0,2003.0,6652.0,12893.0,18936.0,,,,,,,,,,,,,,,,,,,,,,
PRES20,,,,,,,2497.0,4972.0,11309.0,,6600.0,12216.0,19166.0,21872.0,18356.0,,,,,,,,,,,,1925.0,,,,,,,,,,
MSU22,,,,,,,,2688.0,6768.0,,8890.0,16565.0,21825.0,22471.0,15144.0,,,,,,,,,,,,4130.0,,,,,,,,,,
BOE22,,,,,,,,,801.0,,21823.0,20947.0,17123.0,8633.0,3813.0,,,,,,,,,,2221.0,8367.0,15382.0,,,,,,,,,,
WSU22,,,,,,,,,2878.0,,16469.0,22361.0,21885.0,14327.0,7639.0,,,,,,,,,,879.0,3418.0,9136.0,,,,,,,,,,
SEN18,,,,,,,,,,,10096.0,5466.0,2006.0,,,,,,,2219.0,5645.0,,,12390.0,20867.0,22429.0,17555.0,,,,,,,,,,
UOM22,,,,,,,,,,,21656.0,20494.0,13752.0,7233.0,2717.0,,,,,,,,,1244.0,3987.0,10986.0,16966.0,,,,,,,,,,
GOV18,,,,,,,,,,,,,,,,7796.0,14241.0,19822.0,20345.0,15984.0,9088.0,3055.0,1146.0,5634.0,1835.0,,,,,,,,,,,,
SOS18,,,,,,,,,,,,,,,,1668.0,5315.0,10765.0,17173.0,19993.0,19516.0,,,13354.0,7218.0,3157.0,1064.0,,,,,,,,,,
AG22,,,,,,,,,,,,,,,,6789.0,14530.0,20369.0,21245.0,16794.0,9578.0,2544.0,913.0,4768.0,1661.0,,,,,,,,,,,,
GOV22,,,,,,,,,,,,,,,,18828.0,13271.0,6464.0,2848.0,,,21512.0,17834.0,,,,,11515.0,4777.0,1585.0,,,,,,,
SOS22,,,,,,,,,,,,,,,,,,,,,,,,,,,,1764.0,5286.0,12024.0,17780.0,18769.0,18082.0,12856.0,8239.0,3172.0,996.0
