,15,16,17,14,18,13,19,20,22,21,23,24,25,26,27
PRES16,31847.0,33117.0,16782.0,12031.0,3130.0,2554.0,,,,,,,,,
AG18,3078.0,17108.0,34242.0,,30288.0,,13692.0,1431.0,,,,,,,
PRES20,3229.0,17661.0,36077.0,,29240.0,,11229.0,2119.0,,,,,,,
SEN20,4021.0,18795.0,31570.0,,29635.0,,12837.0,2434.0,,,,,,,
MSU22,1671.0,13738.0,30577.0,,32094.0,,17107.0,4177.0,,,,,,,
BOE22,,5479.0,19144.0,,32104.0,,29641.0,11028.0,,2089.0,,,,,
UOM22,,4193.0,17326.0,,31597.0,,30506.0,13070.0,,2802.0,,,,,
WSU22,,8318.0,24373.0,,32670.0,,24561.0,8004.0,,1209.0,,,,,
SEN18,,,4453.0,,16069.0,,31255.0,29498.0,3932.0,13630.0,,,,,
SOS18,,,,,1216.0,,7681.0,24901.0,22976.0,34202.0,7641.0,1150.0,,,
GOV18,,,,,,,5465.0,20132.0,28388.0,32133.0,11088.0,1919.0,,,
AG22,,,,,,,5300.0,22357.0,26473.0,32122.0,10689.0,2264.0,,,
GOV22,,,,,,,1072.0,9065.0,31826.0,25022.0,23357.0,8403.0,1141.0,,
SOS22,,,,,,,,,9597.0,1514.0,25904.0,34044.0,20375.0,7009.0,1322.0
