,15,14,13,16,17,18,19,20,21,22,23,24,25,26,27
PRES16,32548.0,12695.0,2677.0,33447.0,15093.0,2975.0,,,,,,,,,
AG18,4077.0,,,19482.0,34406.0,30196.0,9624.0,1410.0,,,,,,,
PRES20,2656.0,,,15330.0,35571.0,31515.0,12276.0,2230.0,,,,,,,
SEN20,4389.0,,,17728.0,35258.0,28208.0,10802.0,2740.0,,,,,,,
MSU22,2052.0,,,14055.0,33159.0,32518.0,13983.0,3691.0,,,,,,,
BOE22,,,,5031.0,21702.0,36520.0,24325.0,9775.0,2204.0,,,,,,
UOM22,,,,4557.0,20075.0,35378.0,26042.0,11260.0,2273.0,,,,,,
WSU22,,,,8230.0,26915.0,36016.0,20192.0,6807.0,,,,,,,
SEN18,,,,,7263.0,22670.0,34906.0,24907.0,7872.0,1411.0,,,,,
GOV18,,,,,,2289.0,10689.0,27176.0,31103.0,20334.0,6956.0,1279.0,,,
SOS18,,,,,,3066.0,14132.0,29095.0,30177.0,17377.0,4983.0,,,,
AG22,,,,,,2861.0,10411.0,24832.0,31662.0,21867.0,6635.0,1199.0,,,
GOV22,,,,,,,3352.0,12997.0,26610.0,31477.0,18680.0,5356.0,,,
SOS22,,,,,,,,,,5508.0,20053.0,32634.0,27331.0,11447.0,2026.0
