,14,13,15,16,17,18,19,20,23,24,22,21,25,26,27
PRES16,13026.0,3110.0,31525.0,34578.0,14288.0,2871.0,,,,,,,,,
AG18,,,7490.0,24298.0,35482.0,23111.0,7433.0,1140.0,,,,,,,
PRES20,,,5078.0,21834.0,35087.0,24963.0,10059.0,2291.0,,,,,,,
SEN20,,,7078.0,21597.0,32153.0,26203.0,10103.0,1808.0,,,,,,,
MSU22,,,3222.0,16770.0,34449.0,29260.0,12620.0,2973.0,,,,,,,
WSU22,,,1367.0,10870.0,28399.0,32582.0,19667.0,5742.0,,,,1216.0,,,
BOE22,,,,7626.0,22969.0,33523.0,24300.0,9087.0,,,,1731.0,,,
UOM22,,,,6388.0,20986.0,32869.0,25771.0,10772.0,,,,2425.0,,,
SEN18,,,,,6168.0,18762.0,32091.0,25243.0,910.0,,3675.0,12094.0,,,
SOS18,,,,,,1492.0,8690.0,23300.0,11099.0,2404.0,22454.0,30211.0,,,
AG22,,,,,,1418.0,7261.0,21076.0,12066.0,3482.0,25612.0,28600.0,,,
GOV18,,,,,,,6103.0,18742.0,13895.0,3673.0,26757.0,29782.0,,,
GOV22,,,,,,,1603.0,9215.0,23638.0,11150.0,29323.0,21875.0,2666.0,,
SOS22,,,,,,,,,14052.0,30303.0,3150.0,,31227.0,15580.0,4645.0
